Title,Author,Year,Citation count,Open access,Keyword
Refining Groundwater Level Prediction with Kolmogorov–Arnold Architectures: A Dual Temporal–Frequency Domain Perspective,Francesco Granata|Fabio Di Nunno|Salim Heddam|Senlin Zhu,2025,0,NOT Open Access,Groundwater|Aquifer|Hydrogeology|Reliability (semiconductor)|Pointwise|Flexibility (engineering)|Perspective (graphical)|Dual (grammatical number)
Mapping the laboratory and diagnostic use of anti–mutated citrullinated vimentin (anti-MCV) antibodies in rheumatoid arthritis and other autoimmune diseases: a scoping review,Andrezza do Espirito Santo Cucinelli|Grazielle De Assis Rosa|Ana Beatriz Araújo Mendes,2026,0,Open Access,Rheumatoid arthritis|Autoimmune disease|Disease|Rheumatoid factor|Autoantibody|Rheumatology|Antibody
CPR on the Surface: Does the surface under a patient impact the quality of CPR administered? A scoping review.,Georgia Howat|Jessica Hayes,2025,0,Open Access,Cardiopulmonary resuscitation|Sudden cardiac arrest|Quality (philosophy)|Resuscitation|Guideline|Chain of survival|Context (archaeology)|Quality management
IMPROVEMENT OF THE ORGANIZATIONAL AND ECONOMIC MECHANISM OF THE FUNCTIONING OF THE UKRAINIAN MARKET OF MILK AND DAIRY PRODUCTS IN THE CONDITIONS OF WAR,Kateryna Sokoliuk,2024,0,Open Access,Ukrainian|Business|Dairy industry|Market mechanism|Mechanism (biology)|Agricultural economics|Economics|Market economy|Food science|Chemistry
"Checklist of the reptiles of Central Asia (Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan)",Pavel Adzhigildyaev,2026,0,Open Access,IUCN Red List|Checklist|Subspecies|Taxon|Fauna|Biodiversity|Conservation status|Global biodiversity
"Checklist of the amphibians of Central Asia (Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan)",Pavel Adzhigildyaev,2026,0,Open Access,IUCN Red List|Checklist|Subspecies|Taxon|Fauna|Biodiversity|Conservation status|Distribution (mathematics)
"Checklist of the mammals of Central Asia (Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan)",866b32c9-6990-4c4e-8dea-ec9a96c9f1a5,2026,0,Open Access,IUCN Red List|Checklist|Subspecies|Taxon|Fauna|Biodiversity|Conservation status|Distribution (mathematics)
Mental Health Nursing Consultations and Other Interventions for Adults in the School Context: A Scoping Review Protocol,Liliana Catarina Barroso de Sousa|Celso Silva|Carla Felix,2025,0,Open Access,Psychological intervention|Mental health|Context (archaeology)|Protocol (science)|School nursing|Grey literature
Mapping the Global Research Landscape of C-Shaped Root Canal Morphology in Mandibular Second Molars: A Combined Bibliometric and Scoping Review,Mohmed Isaqali Karobari|Ajinkya M. Pawar,2026,0,NOT Open Access,Root (linguistics)|Bibliometrics|Categorization|Dental research|Phenomics|MEDLINE
A scoping review of assessment tools for proactive health behaviors in patients with coronary heart disease,Jiaxin Zhang,2026,0,Open Access,CLARITY|Coronary heart disease|Disease|MEDLINE|Population health|Risk assessment|Systematic review
Advancing Multimodal Medical Image Generation: A Self‐Improving Generative Foundation Model,Yongjian Chen|Lui Ng,2025,0,Open Access,Generative grammar|Medical imaging|Generalizability theory|Modalities|Medical diagnosis|Generative model|Optical coherence tomography|Modality (human–computer interaction)|Set (abstract data type)
Cost-Effectiveness of Telemedicine in Primary Care Settings in Low- and Middle-Income Countries: A Markov Model-Based Systematic Review,Esra Atef Elmekawy,2026,0,Open Access,Telemedicine|Referral|Psychological intervention|Triage|Primary care|Telehealth|Quality-adjusted life year|Health care
Association between cortisol and quality of life in Parkinson’s disease: a scoping review,Luciana da Silva Brito|Elder Nascimento Pereira,2026,0,NOT Open Access,Hydrocortisone|Association (psychology)
Association between cortisol and quality of life in Parkinson’s disease: a scoping review,"da Silva Brito, Luciana|Pereira, Nascimento",2025,0,Open Access,Hydrocortisone|Association (psychology)
BetaForge-X: An Explainable and Uncertainty-Aware Machine Learning Framework for Patient-Specific Beta Cell Reprogramming Candidacy Scoring in Type 2 Diabetes,Suhail Ahmed Chandio,2026,0,Open Access,Reprogramming|Robustness (evolution)|Candidacy|Deep learning|Logistic regression|Feature engineering|Support vector machine
"Misinformation Detection in Indian Low-Resource Languages: A Systematic Review of Methods, Multimodality, and Risk of Bias, 2018–2026",Meclin A. Francis|Ayswarya R Kurup|Premjith B,2026,0,Open Access,Misinformation|Disinformation|Field (mathematics)|Scope (computer science)|Quality (philosophy)|Reliability (semiconductor)
"CURRENT TRENDS, CHALLENGES, AND DEVELOPMENT PROSPECTS OF UKRAINE'S JUICE PRODUCT FOREIGN TRADE IN WARTIME CONDITIONS",Kateryna Sokoliuk|Валерій Бондаренко|І. Ю. Соколюк,2025,0,Open Access,Product (mathematics)|International trade|Current (fluid)|Business|Engineering
BetaForge-X: An Explainable and Uncertainty-Aware Machine Learning Framework for Patient-Specific Beta Cell Reprogramming Candidacy Scoring in Type 2 Diabetes,Suhail Ahmed Chandio,2026,0,Open Access,Reprogramming|Robustness (evolution)|Candidacy|Deep learning|Logistic regression|Feature engineering|Support vector machine
Acculturation and Metabolic Syndrome Among Hispanic/Latino Populations: A Scoping Review,Lina Paola Buitrago Ubaque|Karen D. Neira-Fernández|Susan Lopez|Sonia Patricia Moreno Carreño,2026,0,Open Access,Acculturation|Operationalization|Proxy (statistics)|Metabolic syndrome|Covariate|Construct (python library)
"Gluteal Tendinopathy in Postmenopausal Women: A Scoping Review of Epidemiology, Pathophysiology, Diagnosis, and Nonoperative Management",Robert Pagan Rosado|S. L. King|Christine Keating|Maddy Scroggins,2026,0,Open Access,Tendinopathy|Epidemiology|Menopause|Postmenopausal women|Tendon|Hypoestrogenism|MEDLINE
Reproducibility Spectrum for Applied Social Sciences: Conceptual Taxonomy and Recommended Tools,"Rogers, Pablo",2025,0,Open Access,Workflow|Taxonomy (biology)|Conceptual framework|Transparency (behavior)|Flexibility (engineering)|Adaptation (eye)
IMPROVEMENT OF THE FISCAL POLICY OF UKRAINE UNDER THE CONDITIONS OF THE FORMATION OF A DIGITAL ECONOMY,Kh. Danylkiv|Yaroslav Dropa|Marta Petyk|Volodymyr Havran,2022,0,Open Access,Fiscal policy|Revenue|Tax policy|Government revenue|Context (archaeology)|Economics|Government (linguistics)|Tax revenue|Fiscal imbalance|Point (geometry)|Work (physics)|State (computer science)|Macroeconomics|Public economics|Fiscal union|Economic policy|Finance|Tax reform|Computer science
Construção da imagem e estética corporal entre fisiculturistas,Azenildo Moura Santos|Thomas Zacharias,2014,0,NOT Open Access,Humanities|Philosophy|Art
Reproducibility Spectrum for Applied Social Sciences: Conceptual Taxonomy and Recommended Tools,"Rogers, Pablo",2025,0,Open Access,Workflow|Taxonomy (biology)|Conceptual framework|Transparency (behavior)|Flexibility (engineering)|Adaptation (eye)
DENTISTS AND ORTHODONTISTS-RELATED INDICATIONS FOR TREATING OBSTRUCTIVE SLEEP APNEA WITH ORAL APPLIANCES: A SCOPING REVIEW OF CLINICAL TRIALS,Rosalia Leonardi|Antonino Lo Giudice|Salvatore La Rosa,2023,0,Open Access,Systematic review|MEDLINE|Scope (computer science)|Clinical trial|Obstructive sleep apnea|Evidence-based medicine|Alternative medicine|Grey literature
Rosa Henderson - Thesis submitted in partial fulfilment of the degree of Doctor of Clinical Psychology (DClinPsych),Rosa Henderson,2025,0,Open Access,CINAHL|Psychological intervention|MEDLINE|Intervention (counseling)|PsycINFO|Grey literature|Systematic review|Research design|Clinical trial
"A REVIEW OF THE EFFECTIVENESS AND MEANINGFULNESS OF EDUCATIONAL INTERVENTIONS TO ENABLE CHILDREN, YOUNG PEOPLE AND THEIR FAMILIES TO SELF CARE FOR THEIR GASTROSTOMY TUBES IN THE COMMUNITY",,2009,0,NOT Open Access,Gastrostomy tube|Psychological intervention|Gastrostomy|Nursing|Medicine|Psychology|Surgery
Intravenous Access Alert Tools for Difficult Intravenous Access Patients: A Scoping Review,Dr James Rippey|Dr Linda Coventry|Sitthichai Rees|Dr Ulrich Steinwandel,2025,0,Open Access,Health care|Venous access|Intervention (counseling)|Adverse effect|Intravenous drug|Patient safety|MEDLINE
"A REVIEW OF THE EFFECTIVENESS AND MEANINGFULNESS OF EDUCATIONAL INTERVENTIONS TO ENABLE CHILDREN, YOUNG PEOPLE AND THEIR FAMILIES TO SELF CARE FOR THEIR GASTROSTOMY TUBES IN THE COMMUNITY",,2009,0,NOT Open Access,Psychological intervention|Gastrostomy tube|Gastrostomy|Nursing|Psychology|Medicine|Gerontology|Surgery
Горизонтальне вирівнювання обласних бюджетів у системі міжбюджетного фінансового забезпечення регіонів України,Світлана Василівна Бойко|Лада Василівна Шірінян,2018,0,Open Access,Computer science
"Dengue fever in the Middle East, North Africa, and neighbouring regions, 2000–2026: a systematic review and meta-analysis of 143 studies",MOHAMMAD KHATATNEH|Haya Kordi,2026,0,Open Access,Dengue fever|Dengue virus|Public health|Transmission (telecommunications)|Case fatality rate|Vector (molecular biology)|Hajj|Epidemiology|Seroprevalence|Aedes
"Dengue fever in the Middle East, North Africa, and neighbouring regions, 2000–2026: a systematic review and meta-analysis of 143 studies",MOHAMMAD KHATATNEH|Haya Kordi,2026,0,Open Access,Dengue fever|Dengue virus|Public health|Transmission (telecommunications)|Case fatality rate|Vector (molecular biology)|Hajj|Epidemiology|Seroprevalence|Aedes
Vocal Adduction Exercises for Swallowing Rehabilitation in Adults with Typical and Disordered Swallowing: A Scoping Review,Ciarán Kenny|Beatrice Tenchini|Purvi Jain,2024,0,NOT Open Access,Swallowing|Dysphagia|CINAHL|Rehabilitation|Larynx|Vocal folds|Airway
"Structured PREreview of ""Cognition and Intelligence""",Ronke Lawal,2025,0,Open Access,Embodied cognition|Ambiguity|Cognition|Field (mathematics)|Conceptual framework|Component (thermodynamics)
"Structured PREreview of ""Cognition and Intelligence""",Ronke Lawal,2025,0,Open Access,Embodied cognition|Ambiguity|Cognition|Field (mathematics)|Conceptual framework|Component (thermodynamics)
Technology and Online Tools in Spiritual Care Education and Training: a scoping review,Sílvia Caldeira|Isabel Cristina Mascarenhas Rabiais|Piret Paal|Reinhard Grabenweger|Sara Gomes Sitefane|Ana Afonso,2025,0,NOT Open Access,Spiritual care|Spirituality|Curriculum|Nurse education|Competence (human resources)|Palliative care|Nursing care|MEDLINE|Bildung
ФОРМУВАННЯ ЕКОЛОГО-ПРАВОВОЇ ГРАМОТНОСТІ В УЧНІВ ПОЧАТКОВИХ КЛАСІВ ЯК НАУКОВО-ПЕДАГОГІЧНА ПРОБЛЕМА,Дмитро Кмець,2026,0,Open Access,Nexus (standard)|Formative assessment|Situated|Lifelong learning|Literacy|Environmental education|Quality (philosophy)|Sustainable development
The Health Impacts of Racism and Value Incongruence on Majority Populations: A Scoping Review Protocol,Kristyna Anna Cernikova|Monika Mihalickova,2025,0,Open Access,Racism|Prejudice (legal term)|Harm|Psychometrics of racism|Hostility|Value (mathematics)|Health equity|Race (biology)|Socioeconomic status|Interpersonal communication
JBI Protocol: Utility of tools used to assess performance status of patients with cancer in contemporary clinical practice: a scoping review,Elizabeth Pharoah|Linda Sharp|Adam Todd,2026,0,Open Access,Performance status|Context (archaeology)|Cancer|Lung cancer|Radiation therapy|Scale (ratio)|Nice|Clinical trial
Evidence Mapping of Nutritional Management Models for Frail Older Adults in Resource-Limited Settings:a scoping review protocol,Huang Yu,2026,0,Open Access,Vulnerability (computing)|Psychological intervention|Intervention (counseling)|Malnutrition|Disadvantaged|Protocol (science)|Evidence-based practice|Health care|Intervention mapping|MEDLINE
From CA to CAS online: Databases in Chemistry,Hedda Schulz|Ursula Georgy,1994,0,NOT Open Access,Index (typography)|Subject (documents)|Sample (material)|Information retrieval|Chemical nomenclature|Chemical database|Database|Chemistry|Computer science|Library science|Organic chemistry|World Wide Web
Symptom trajectories of postoperative low anterior resection syndrome: a scoping review based on multi-time-point follow-up,changyuan| shihui he,2026,0,Open Access,Colorectal cancer|Cancer|Quality of life (healthcare)|Colorectal surgery|Mortality rate|Sphincter
Factors that facilitate treatment uptake for women with alcohol use disorders in high-income countries: a systematic review,Melise Ammit|Jo River|Mark Montebello|Angela Dawson,2024,0,Open Access,Alcohol|Environmental health|Business|Public economics|Medicine|Economics|Chemistry
Factors that facilitate treatment uptake for women with alcohol use disorders in high-income countries: a systematic review,Melise Ammit|Jo River|Mark Montebello|Angela Dawson,2024,0,Open Access,Alcohol|Environmental health|Systematic review|Alcohol use disorder|Low income|High income countries|Medicine|Public economics|Psychiatry|MEDLINE|Developing country|Economics|Political science|Economic growth|Demographic economics|Chemistry
A Systematic Review of Evidence on Determining the Impact of Magnet Designation on Nursing and Patient Outcomes. Is the Investment Worth It?,Robyn Begley|Joan Brennan|Susan Salmond,2009,0,NOT Open Access,Investment (military)|Nursing|Medicine|Business|Political science|Law
A Systematic Review of Evidence on Determining the Impact of Magnet Designation on Nursing and Patient Outcomes. Is the Investment Worth It?,Robyn Begley|Joan Brennan|Susan Salmond,2009,0,NOT Open Access,Credentialing|Nursing shortage|Nursing|Excellence|Nurse education|Psychology|Medicine|Political science
‘OUR BEST FRIENDS AND CLOSE ASSOCIATES’. ALIEN SPECIES ON THE NORTH AMERICAN BATTLEGROUND,Scott Henderson,2000,0,NOT Open Access,Seriousness|Alien|Introduced species|Ecology|Geography|Invasive species|Environmental ethics|Political science|Biology|Politics|Law
